,peak_val_dBm,peak_height_dB,f_deviation_pct_span,f_hz,f_ghz,f_rf,f_sg_rf,f_if,f_lo,f_sg_lo,lo_harm,try_no
164,-97.74349976,36.771499640000016,0.0,49840000000.0,49.84,49840000000.0,12460000000,14000000000.0,35840000000.0,8960000000,1,2.0
165,-97.41297913,37.24953462000002,0.0,49900000000.0,49.9,49900000000.0,12475000000,14000000000.0,35900000000.0,8975000000,1,3.0
166,-97.43177795,37.40666200000001,0.0,49960000000.0,49.96,49960000000.0,12490000000,14000000000.0,35960000000.0,8990000000,1,2.0
167,-97.5954895,36.8109894,-0.04761904761904634,50020000000.0,50.02,50020000000.0,12505000000,14000000000.0,36020000000.0,9005000000,1,5.0
168,-98.16271973,36.07711031999999,0.0,50080000000.0,50.08,50080000000.0,12520000000,14000000000.0,36080000000.0,9020000000,1,4.0
169,-98.56213379,35.85994720999999,0.0,50140000000.0,50.14,50140000000.0,12535000000,14000000000.0,36140000000.0,9035000000,1,2.0
170,-98.98104858,35.55760957,-0.04761904761904634,50200000000.0,50.2,50200000000.0,12550000000,14000000000.0,36200000000.0,9050000000,1,3.0
171,-99.46998596,35.20017243999999,-0.04761904761904634,50260000000.0,50.26,50260000000.0,12565000000,14000000000.0,36260000000.0,9065000000,1,3.0
172,-99.78205109,34.85324095999998,0.04761904761905189,50320000000.0,50.32,50320000000.0,12580000000,14000000000.0,36320000000.0,9080000000,1,4.0
173,-100.0848923,34.63378904999999,0.0,50380000000.0,50.38,50380000000.0,12595000000,14000000000.0,36380000000.0,9095000000,1,2.0
174,-100.7592163,34.023956299999995,0.0,50440000000.0,50.44,50440000000.0,12610000000,14000000000.0,36440000000.0,9110000000,1,2.0
175,-100.9030838,33.925621050000004,0.0,50500000000.0,50.5,50500000000.0,12625000000,14000000000.0,36500000000.0,9125000000,1,1.0
176,-101.2297058,33.61966709999999,0.0,50560000000.0,50.56,50560000000.0,12640000000,14000000000.0,36560000000.0,9140000000,1,1.0
177,-101.4303665,33.19133759999998,0.0,50620000000.0,50.62,50620000000.0,12655000000,14000000000.0,36620000000.0,9155000000,1,2.0
178,-101.7883377,32.958549500000004,-0.04761904761904634,50680000000.0,50.68,50680000000.0,12670000000,14000000000.0,36680000000.0,9170000000,1,4.0
179,-102.2890015,32.224311799999995,0.04761904761905189,50740000000.0,50.74,50740000000.0,12685000000,14000000000.0,36740000000.0,9185000000,1,8.0
180,-102.5828552,32.06678774999999,0.0,50800000000.0,50.8,50800000000.0,12700000000,14000000000.0,36800000000.0,9200000000,1,1.0
181,-102.4115372,31.901458700000006,-0.04761904761904634,50860000000.0,50.86,50860000000.0,12715000000,14000000000.0,36860000000.0,9215000000,1,2.0
182,-102.5963669,32.25866699999999,-0.04761904761904634,50920000000.0,50.92,50920000000.0,12730000000,14000000000.0,36920000000.0,9230000000,1,2.0
183,-102.9260941,31.895408599999996,-0.04761904761904634,50980000000.0,50.98,50980000000.0,12745000000,14000000000.0,36980000000.0,9245000000,1,2.0
184,-103.1261673,31.585533150000018,-0.04761904761904634,51040000000.0,51.04,51040000000.0,12760000000,14000000000.0,37040000000.0,9260000000,1,4.0
185,-102.6064758,32.15864565000001,0.0,51100000000.0,51.1,51100000000.0,12775000000,14000000000.0,37100000000.0,9275000000,1,3.0
186,-102.7238464,31.62551120000002,0.0,51160000000.0,51.16,51160000000.0,12790000000,14000000000.0,37160000000.0,9290000000,1,2.0
187,-102.5789413,32.15856934999999,0.0,51220000000.0,51.22,51220000000.0,12805000000,14000000000.0,37220000000.0,9305000000,1,2.0
188,-102.298912,32.48757939999999,0.0,51280000000.0,51.28,51280000000.0,12820000000,14000000000.0,37280000000.0,9320000000,1,3.0
189,-102.1146545,32.72082524999999,0.0,51340000000.0,51.34,51340000000.0,12835000000,14000000000.0,37340000000.0,9335000000,1,2.0
190,-101.6588364,33.119834850000004,0.0,51400000000.0,51.4,51400000000.0,12850000000,14000000000.0,37400000000.0,9350000000,1,2.0
