,peak_val_dBm,peak_height_dB,f_deviation_pct_span,f_hz,f_ghz,f_rf,f_sg_rf,f_if,f_lo,f_sg_lo,lo_harm,try_no
170,-21.87970161,52.63285256,0.0,50200000000.0,50.2,50200000000.0,12550000000,14000000000.0,36200000000.0,9050000000,1,1
171,-21.9922905,52.32882690000001,0.0,50260000000.0,50.26,50260000000.0,12565000000,14000000000.0,36260000000.0,9065000000,1,2
172,-22.13681412,52.781917570000005,0.0,50320000000.0,50.32,50320000000.0,12580000000,14000000000.0,36320000000.0,9080000000,1,1
173,-22.30735779,52.493583674999996,0.0,50380000000.0,50.38,50380000000.0,12595000000,14000000000.0,36380000000.0,9095000000,1,2
174,-22.51237869,53.40822983,0.04761904761905189,50440000000.0,50.44,50440000000.0,12610000000,14000000000.0,36440000000.0,9110000000,1,2
175,-22.70106697,52.02113914500001,0.0,50500000000.0,50.5,50500000000.0,12625000000,14000000000.0,36500000000.0,9125000000,1,2
176,-22.84166908,52.770475395000005,0.0,50560000000.0,50.56,50560000000.0,12640000000,14000000000.0,36560000000.0,9140000000,1,2
177,-22.97954178,52.212615965,0.0,50620000000.0,50.62,50620000000.0,12655000000,14000000000.0,36620000000.0,9155000000,1,2
178,-23.21798325,52.44419479,0.0,50680000000.0,50.68,50680000000.0,12670000000,14000000000.0,36680000000.0,9170000000,1,1
179,-23.46100235,51.94124984999999,0.0,50740000000.0,50.74,50740000000.0,12685000000,14000000000.0,36740000000.0,9185000000,1,1
180,-23.63331604,52.77155685000001,0.0,50800000000.0,50.8,50800000000.0,12700000000,14000000000.0,36800000000.0,9200000000,1,2
181,-23.73762512,51.35506821,0.0,50860000000.0,50.86,50860000000.0,12715000000,14000000000.0,36860000000.0,9215000000,1,2
182,-23.93001366,52.74219703499999,-0.04761904761904634,50920000000.0,50.92,50920000000.0,12730000000,14000000000.0,36920000000.0,9230000000,1,2
183,-24.19215775,51.726425170000006,0.0,50980000000.0,50.98,50980000000.0,12745000000,14000000000.0,36980000000.0,9245000000,1,2
184,-24.36508179,53.59030151499999,0.0,51040000000.0,51.04,51040000000.0,12760000000,14000000000.0,37040000000.0,9260000000,1,2
185,-24.44602203,52.475128180000006,-0.04761904761904634,51100000000.0,51.1,51100000000.0,12775000000,14000000000.0,37100000000.0,9275000000,1,2
186,-24.54144287,53.370273595,0.0,51160000000.0,51.16,51160000000.0,12790000000,14000000000.0,37160000000.0,9290000000,1,2
187,-24.69248772,51.585569379999995,-0.04761904761904634,51220000000.0,51.22,51220000000.0,12805000000,14000000000.0,37220000000.0,9305000000,1,2
188,-24.82141495,53.50947952,0.0,51280000000.0,51.28,51280000000.0,12820000000,14000000000.0,37280000000.0,9320000000,1,2
189,-24.87360382,52.511112215,0.0,51340000000.0,51.34,51340000000.0,12835000000,14000000000.0,37340000000.0,9335000000,1,2
190,-24.86839294,52.782199865,0.0,51400000000.0,51.4,51400000000.0,12850000000,14000000000.0,37400000000.0,9350000000,1,2
191,-24.84949493,52.378787995,0.0,51460000000.0,51.46,51460000000.0,12865000000,14000000000.0,37460000000.0,9365000000,1,2
192,-24.79820633,52.68502426500001,0.0,51520000000.0,51.52,51520000000.0,12880000000,14000000000.0,37520000000.0,9380000000,1,2
193,-24.77736664,52.82611846500001,0.0,51580000000.0,51.58,51580000000.0,12895000000,14000000000.0,37580000000.0,9395000000,1,2
194,-24.79528236,53.1212101,0.04761904761905189,51640000000.0,51.64,51640000000.0,12910000000,14000000000.0,37640000000.0,9410000000,1,2
195,-24.72836304,52.57355498999999,0.0,51700000000.0,51.7,51700000000.0,12925000000,14000000000.0,37700000000.0,9425000000,1,2
196,-24.53489685,51.59966278,0.0,51760000000.0,51.76,51760000000.0,12940000000,14000000000.0,37760000000.0,9440000000,1,2
197,-24.36984634,52.07000733000001,0.0,51820000000.0,51.82,51820000000.0,12955000000,14000000000.0,37820000000.0,9455000000,1,2
198,-24.3755188,52.48891830000001,0.0,51880000000.0,51.88,51880000000.0,12970000000,14000000000.0,37880000000.0,9470000000,1,2
199,-24.35300827,51.988838195,0.0,51940000000.0,51.94,51940000000.0,12985000000,14000000000.0,37940000000.0,9485000000,1,2
200,-24.20109177,51.989986415000004,0.0,52000000000.0,52.0,52000000000.0,13000000000,14000000000.0,38000000000.0,9500000000,1,2
201,-23.97219086,51.96932983000001,0.0,52060000000.0,52.06,52060000000.0,13015000000,14000000000.0,38060000000.0,9515000000,1,1
202,-23.82102585,51.461006165,0.0,52120000000.0,52.12,52120000000.0,13030000000,14000000000.0,38120000000.0,9530000000,1,2
